submit_date,state,total_cases,new_cases,total_deaths,new_deaths,sum_cases_last_14_days,state_pop,new_cases_percent,cases_last_14_pop_percent
2022-07-22,NC,2952301,0,25439,0,43918,10264876,0.0,0.004278473505184086
2022-07-22,ND,255476,291,2304,0,3600,756717,0.0003845559172055075,0.004757392790171226
2022-07-22,NE,511738,0,4363,0,7629,1914571,0.0,0.003984704667520818
2022-07-22,NH,336445,0,2618,0,2656,1348124,0.0,0.0019701451795235453
2022-07-22,NJ,2565176,4335,34206,10,51061,8878503,0.00048825798673492594,0.005751082136256529
2022-07-22,NM,584404,1038,8191,19,13538,2092454,0.0004960682528743762,0.006469915228721874
2022-07-22,NV,798140,0,11205,5,14160,2972382,0.0,0.004763856058878031
2022-07-22,NY,5755924,3331,69409,10,105821,19572319,0.0001701893372982527,0.005406666425169138
2022-07-22,OH,2918366,0,38981,0,51075,11655397,0.0,0.004382090116707307
2022-07-22,OK,1112711,4158,14555,0,27797,3932870,0.001057243183730965,0.007067866469016266
2022-07-22,OR,842352,1351,8022,26,19103,4129803,0.0003271342482922309,0.004625644370930042
2022-07-22,PA,3065454,4167,46087,25,40419,12791530,0.0003257624381133453,0.003159825290641542
2022-07-22,PR,830384,3160,4718,10,34327,3318447,0.0009522526651774159,0.010344296594159858
2022-07-22,RI,388588,308,3626,1,3733,1057231,0.00029132706097342967,0.0035309218136812108
2022-07-22,SC,1598239,2924,18144,2,31132,5020806,0.0005823766144320255,0.006200598071305683
2022-07-22,SD,248788,0,2947,0,3083,870638,0.0,0.0035410813679164015
2022-07-22,TN,2183049,3559,26945,8,40130,6709356,0.0005304532953684378,0.005981199984022312
2022-07-22,TX,7351413,13288,87508,34,173272,28260856,0.0004701909949224468,0.006131166019882767
2022-07-22,UT,1004426,0,4884,0,14659,3096848,0.0,0.004733522601044675
2022-07-22,VA,1936573,3207,20870,3,45600,8454463,0.00037932628009608655,0.005393600989205346
2022-07-22,VT,127639,56,659,1,948,624313,8.969859669748987e-05,0.0015184691012360787
2022-07-22,WA,1719776,2725,13531,5,36285,7404107,0.00036803898160845056,0.0049006585129037165
2022-07-22,WI,1763632,2250,14880,4,25413,5790716,0.00038855298722990385,0.004388576473099354
2022-07-22,WV,548777,992,7121,0,11334,1817305,0.0005458632425487191,0.006236707652265305
2022-07-22,WY,168678,0,1850,0,3059,581024,0.0,0.005264842760367902
2022-07-21,AK,269068,0,1275,0,4831,737068,0.0,0.006554347767098829
2022-07-21,AL,1408003,2791,19888,2,34085,4876250,0.0005723660599846193,0.006990002563445271
2022-07-21,AR,892469,1526,11660,6,19208,2999370,0.0005087735091035784,0.006404011509083574
2022-07-21,AZ,2179180,0,30698,0,33415,7050299,0.0,0.004739515302826164
2022-07-21,CA,10495155,0,92292,0,282664,39283497,0.0,0.007195489749805116
2022-07-21,CO,1583759,1968,12937,15,25651,5610349,0.00035078031687511775,0.004572086335449007
2022-07-21,CT,846026,786,11093,1,10641,3575074,0.00021985558900319266,0.0029764418862378793
2022-07-21,DC,161169,217,1363,0,2888,692683,0.00031327461479493506,0.004169295334229366
2022-07-21,DE,291212,811,3012,2,4475,957248,0.0008472203650464666,0.00467485959751287
2022-07-21,FL,6716165,12170,77283,5,154327,20901636,0.0005822510735523286,0.0073834890244954985
2022-07-21,GA,2721391,0,38933,0,53834,10403847,0.0,0.005174432111506445
2022-07-21,HI,313805,0,1536,0,8457,1422094,0.0,0.005946864271982021
2022-07-21,IA,811227,0,9759,0,10579,3139508,0.0,0.003369636261477913
2022-07-21,ID,474150,0,5010,0,8143,1717750,0.0,0.004740503565710959
2022-07-21,IL,3523006,6636,38799,14,65461,12770631,0.0005196297661407647,0.00512590176632619
2022-07-21,IN,1807442,0,24030,0,25177,6665703,0.0,0.003777095979223797
2022-07-21,KS,827301,0,8966,0,14972,2910652,0.0,0.005143864673619519
2022-07-21,KY,1444443,3747,16330,8,27897,4449052,0.0008422018893013613,0.006270324554534314
2022-07-21,LA,1271895,2651,17504,11,28965,4664362,0.0005683521133222507,0.006209852494296112
2022-07-21,MA,1955844,11525,21127,59,21460,6850553,0.0016823459361601902,0.0031325938212579335
